Image_ID,Label
SqXgINaVAtUxCav,0.0730045
UQhapaFQrodlyIJ,0.19426826
wQRkGSYkJGQrspl,0.21079329
oKccAERsKEbLsEe,0.99943846
CfgpcmhjifXxJps,0.032294024
wPNoRvGfFtVhKis,0.9883908
rqVFzruWRDTmQRU,0.29781163
HqbWLVaZjRQTNKG,0.03664754
ZEhJSAOKxpxWkiz,0.04050226
DYAgvMmyaJGRjuX,0.010963289
ujaqnROylyQTXZt,0.043111794
WLvZfUoGqfDQiQX,0.98439354
qQqMlAujzgUqyZz,0.1593709
GYyqQtfcMxUbADi,0.027449533
BclHkIsxzLxKblb,0.09852752
YjpwkpmcysgvgNq,0.0954389
dhTtKYfPjaljBSN,0.9975738
oOZkCHeYvXJKXtG,0.6464293
DIlxxqSnVrivKlJ,0.08362393
cuNDKuTFtPrnThZ,0.027900336
vyDAqQrfMivZXKr,0.55991596
fEVgGAsTvVZCQue,0.3514827
yTMTpOTYUIDnhil,0.9070815
cmlqluykjXAMJAp,0.028039193
GkBygYyVYFQIdWt,0.0072746864
feaDRAhtqQGEPgT,0.88670105
pjvovmocmrdFNvU,0.08465405
WoDSAVIKygzUDqR,0.9914049
WZMhnlbnmrZwRFd,0.06014799
cHPakBvGLbNbRiY,0.3230512
YugfWICQvLtpWgh,0.939099
TiIDbcaJeBAqyGs,0.0046146554
LabqSvlRqAlogeI,0.51595664
owgPcGwZuTyxFxt,0.936803
aTfSOcEzjIdGrYk,0.008559581
eQldpcrmFBJPOZE,0.009173293
fxCTrUcciCiUYVH,0.961234
oCyUlEaOTufuQLz,0.13190313
dVMDasIqzWLKWBN,0.029934669
BarINKbSAYIvfxl,0.030252283
gvEZnTMIqSjBOmu,0.08268335
IuseYbfpCMApjma,0.11140174
gfjwBmDvqDfftDQ,0.011572327
AFDbfuMGEQCzsYb,0.98013526
kyCshCvxzRngSPg,0.05279889
OBGejzdNgFudtDi,0.97814333
XuUHBBBFufLjYhf,0.016192408
SpXcKYaFPbsCNZC,0.041646324
RmAVNvKBnjvUEGs,0.040823333
YuJUhIdmxFaNKsh,0.9889115
TBXVnoXuFiMIRsA,0.7289605
UXDhLMNUfhNcPHw,0.16472091
KYLhPSImvpOERwt,0.0031422786
clavnlMOlmppeHN,0.994493
NmMhyznAwuJKUyA,0.02789976
kCMVRuroKZTxZJU,0.037068173
LcyDGaJpJYOlXyo,0.0049306476
uuvDipOuFRTIVWE,0.7831873
vjnbqBqQFwZjCVb,0.027540544
bEPhrADQOTUHrDf,0.19448215
nefNWdwvQHxYrGV,0.24501216
HSfLRQQtSmKCMLD,0.29687446
slYrjWaqjnIoMOl,0.6318508
VZlJgrKsOZUmJZz,0.13011959
ccmQprFjlcLTJKE,0.43938285
VKlPlCeXFWFZtMH,0.99560755
chrcXxwrTFZhNsh,0.9535124
SLmyljqNmQYyxNZ,0.964929
iPpzzVEMtpHceRV,0.01255804
WmiAjwRGpMaKaEo,0.74771327
aBlHFmxdJwJnAra,0.046769254
LXFofMxsIBEwChC,0.81838274
NCAuIGsyKIIOAOE,0.39933568
dzjTnvxIlykbOBJ,0.014182996
VkAWJYhPMtkQxwc,0.038709607
eecEpSEWbGbpJQe,0.36078358
QGpkMgiSTfqtakb,0.07296156
BUaJrIQKEmYDPrE,0.9855487
TbtZagzkGXxDtTe,0.6337856
GDdVEUWvXuJJeLg,0.011646059
YizDlhkOysWMGeq,0.6336317
QjKmCxDeRwxRSbJ,0.029378723
botkuuxicylplCC,0.15804298
lWwzlHtsrxVpHfs,0.054861348
WAQGQQBpEmqTbeE,0.074313216
VqvLjYUrCcWJNZm,0.064639114
RkIEgtUggfusSBy,0.010922173
PCqDrGZQITMGABX,0.24423638
KBZyFtuFoKsCYeg,0.08938464
kTGWMOvJocStNVd,0.1225714
ajDqDSAnXaPDSkQ,0.030074004
ETUVeihsSWHCmOh,0.011370791
oWTozxNLfKbZVjb,0.0060516624
FspPsAmnCuwMBfi,0.12999876
UZOAAQxfQtGjJHr,0.165178
XsddZMXSGWqLDJa,0.006443687
pKoyKvtRjEPhwYa,0.020660056
CaAhvyLrYiYSXKQ,0.17471722
IgEeVswuGwOQaBY,0.11722152
yvRLbLVgBUSRCMI,0.87959963
wcBqLiLUlyElrTq,0.99481565
OrKxtjEstiDAeEF,0.71605766
IkKdOtaFnfUVfSv,0.82050455
OtQODlLxgyCzVYA,0.036432125
lUFuNYujpISlNWZ,0.024193551
PKDWoytVkvVlUZf,0.022637786
ZfBZKrTIdoJKGDD,0.97873265
BvnjPtKMSOvJYTU,0.17370225
QfLhhGbitKgRtzU,0.124937356
QsmqKyHPRjagqiM,0.98462033
htliMIEIBuMVsCF,0.8667793
osUYOlMbpqYONGu,0.12580644
PhbabQvCotctCAM,0.17641371
lCGrudrglRKybsI,0.95402974
RrwvBJnFMYSlbsS,0.15422206
ftsgxzHIetiLJZD,0.09325394
aVZmLCzThAkXkMe,0.025777869
tHdnCTsRnWhsbtg,0.9988825
rwrRraMTghreATk,0.017172756
laTbiNvhAkAaNpN,0.040867813
hMoUbKENhVRnTBp,0.14478791
MuCxIrWBpOYhOfx,0.040568575
MVEyNxsSsisilqR,0.6814725
otLnyZCzjqjpQlb,0.8740707
XGSlKIVZeeYlVVv,0.022338096
gCouCeIEreeBKtk,0.040971447
eCkfAawToRoQNRD,0.9726911
cuESPSUwcKSIUlN,0.3457783
JycMELyiffDQsdE,0.046554893
yYXXUUVdtLHsUWN,0.027576772
eBajgJyNiyaGcHc,0.13165547
kIWEQhqNIVRjemx,0.18788557
skivkBvDaWPvqbE,0.14701983
ZvcVmYhDtJMbCxj,0.86057854
xTMeyTUKfdtGyfg,0.035983745
OPxgaqJFvwEBGCR,0.03386626
FDXsQKlnFvsMvfe,0.086828314
ifllcrVmkUGOAnk,0.3752532
ohpMHMWArQGIOPb,0.034909908
iACBlsiteiltEuM,0.578111
WtezsGvwEyyRFBA,0.90495753
ayRQnNxspjVfVIs,0.051584575
HUwZrfAjkuOIZaL,0.03508173
FQVQlIkccGzzTVW,0.021447072
txAmxVBlkoXVyqE,0.14193104
nAJZkrKQLooJXHA,0.0114958
qbTVKDrTLWofFcd,0.06465607
qejeXvjoIfCkDag,0.96439856
KiLbjAfYuoqviDy,0.084015265
KYsFZCbtGMqlcez,0.12793492
VjCXhMrhSpeHNWo,0.9888679
IGrcovwjvFWDyvx,0.34536147
maVIYmDMjoMKjhE,0.21718912
zWPAUJbuRHhMSQu,0.12051772
OmVmwvYtSkBWFxz,0.03860814
EDEmUEtmZvKeOCc,0.015217391
WnNDFcGQeWqtNPZ,0.037139136
MXiFiiGSGgRUvVd,0.17100354
JFLveKbkfBJIRer,0.85660803
YoCQmSusMrOjvnn,0.05138249
tQzolFeKtVifqJE,0.9508071
lAZpZrHPkEoWYpx,0.038189884
ZlBzSvmJWbwxPSy,0.78453124
yAWcRTbERJBGQJH,0.84095013
FMgbbmkRhyHAoim,0.32152337
HcEWmJVirkNGHAa,0.009054374
UfVpFTZALimtKeI,0.25631467
geyPYOJanTuByIU,0.9780191
PezYmpwHbdgxINh,0.812788
sNAiEJYXWdoDood,0.017143302
SBDGThlvTgythko,0.9888581
SXnlyTPMfKWxNEm,0.0057542254
eAfRSrDwkluPQhE,0.07472967
iPaMHUBKoaFaHmr,0.54653245
fubVriniTsMPHJZ,0.9769856
BCfucDZzxUlygkx,0.9477382
ioQaxSlotTsLiHw,0.6422649
piCuRaelzWNpbkb,0.14308643
NWPTBSXrfsRKcFn,0.009446003
TuMlIAQdnyWUtVk,0.014676116
qrmpxJLtsjULqAB,0.6066146
POzhoYCHjMiQnHk,0.15846054
fmVrHyWMPLaBqoc,0.02353377
TOsLElljZuWHrgy,0.8063691
pTAdnVmEjCDSBgP,0.014738402
jwtWPoUkTuQHXtF,0.028745135
OowPJNoDDKVNeAx,0.0035585605
tPADLXKAVAIkVeH,0.011337065
zPjnsmjNiTRSUSP,0.21922798
AkBFKDMIjWxWaQd,0.7479564
bBwBOSVLDdOOwee,0.14681031
VryDDrGwgJjjGmI,0.85232365
UrafZPkWGpEUAyz,0.7125924
jloQKVxEMUFTdSu,0.010328713
itlWwOmzviSSPjn,0.026805308
WUjpOyCRTWGsdyj,0.004831764
YosKDqoYNDiPMOI,0.63415676
JKyFKEzIbKbakfI,0.31038636
VLUeCPRfiKMSiio,0.022336174
UBjUEMbozXXvoGw,0.024622552
VuHExtflfEgrLSI,0.322389
uFaCOcSmCQkQMyD,0.04288888
diPmZGBWONZLxSV,0.004580597
UAnSxEwYPJhqGZh,0.54138684
FltSVIxFHVIvZXB,0.9980557
ZzfPsCiKVhwMTOm,0.07189363
hNqrzlNrzReJyfB,0.01823351
SehUjbSkEEcNpmV,0.016173232
CLDVSHfzrsMFqwP,0.33090878
PgPvxqXRqTdYQaO,0.024671866
hpFlBoVPwUksSCh,0.022157481
fzHqygQGYHxglSA,0.005392531
JjzhMDEvAcyfKlq,0.04805475
hiwMJLpKRcnHuZV,0.93279576
rvdYgDcKokpMcCj,0.65345865
NCPQIJQqUyeEHsp,0.17405343
gbJoADBqvphQLYR,0.021535326
KliNzrsSBnukLeh,0.0034423806
DIcIcxoBJqkOvxY,0.016281264
AifvwJodlxylcAL,0.105959035
whdraHvraVQzqSb,0.01632908
EJPRuomvLdfbYEo,0.040044885
aRcIVFYMTWPVkEY,0.3179404
hdPlDlprjeXVbYO,0.8580968
gXZvkuwYPXsbImv,0.031329717
yXXwrmtCeiEMVpm,0.06528316
xZQCnyCCTDQUHif,0.95857966
QGevqQhjmDszYzV,0.37819833
VkovgfCJBEWnXPE,0.029695759
MdMFMLFGEmtOgkd,0.93522674
BIislYegotEVsWE,0.16223204
cxNjNEobxfWYcuX,0.015944729
bbVsjmwkTePQfcy,0.02143338
QarMtIWtjGgsZgp,0.03467944
znunOqVvdejHzUq,0.34331656
uKXAjNiBwnYPPNs,0.09651053
IpnREEtIuQOTaMj,0.98257494
KEfSFHDxYkayOLl,0.14820325
XXUDJXxmcUxmZGr,0.038699307
yjipsIzDuZiitex,0.317058
PvHLBMJJsmfeeqA,0.98497564
LWGMstiXDxZkrOw,0.9746704
JMJXGeEOiZyHoHd,0.826949
CWcCPuRIelvjbUh,0.49572775
IswoYrorOdRnCBs,0.80832446
wDTGDhWsmdajyPs,0.7963664
cUZAGryoCYhhsml,0.013130295
hhmBztjQnvvzayt,0.97007567
zEGexHQEEjmMkMJ,0.004840455
AhIrhloIwylmlUj,0.2028126
BzauGCZXffTpRnv,0.87216157
lgkUZaBzDgXiDLG,0.021892352
OnighztFWZJTJdU,0.07381713
ByhCkBQJmHYQzYo,0.14329626
jjiIVYhsWwKvhOh,0.978027
QaumosOonGvvlJa,0.44783562
mkfezRnEeMSjnAT,0.9571101
VtRyjIDMnubTUGw,0.05032169
deVWbumZuYpYBGn,0.19217679
BdndVBWgOGljbEP,0.47115514
ZJmBtEtpsPeJWvM,0.053020343
fOVWxgSIBprsCzr,0.021938674
tJOXmQSFcXmKboc,0.44041744
benPhdOCOVLVxFf,0.027342394
IYFrheAGRobafcj,0.10422773
QDYyyoWtXfoHVCl,0.034019344
ocISqzamxWUYzKW,0.030690815
ZTRdGWhAHnINnjV,0.022261253
aLlTBPwSrpSeYnY,0.013193519
bFCukuIIlseAYhU,0.0131903775
iWUgZAZamqlrEoO,0.98201066
bUMmlyhYeAeKdyV,0.061932612
zyNiEIlaSlLgFOi,0.96807945
tMSlUkpBTnMlSol,0.029212242
NQHBmWhapTOJTuc,0.9818871
oOfwfRgfhprvrXy,0.035035286
gfZeuHhLJNEYaHN,0.98107946
yMCDkqlFKWJrgtD,0.024021901
OCiWwERzUnYcGWq,0.98830986
TBUoLCcvOOSOVOn,0.9886839
UuTSzYEGxdDYLgf,0.013065797
ELgchZdcNtijfEt,0.99655956
XXKrxHZMjouPsKN,0.9878742
eiPlesGWRnZilkr,0.08235156
YSCRTssLiACApdd,0.6197252
THMFIlIEMLMagMD,0.08762001
QTyrldewCawrEEQ,0.9845606
UJDBogtzgdLcHsY,0.07991071
uUtDdvjZgECjmdF,0.017470406
xcOmenyryNwlgja,0.018799443
ZotuheUuworsqjF,0.015211376
GKjsJvfEotagGke,0.3099664
MixgOKnoceZerNs,0.0048773824
MZxZWJoPDyScXUP,0.19350705
vCzWBLkwwnqfApY,0.7263234
GgCeVMHrQTFtQLu,0.25599316
zciBYLyxzJhzWXl,0.12206123
NTjioTenkWqebMr,0.012677316
wEhxniWTQajFBwh,0.015107013
GeynWobLOcjmCNU,0.10910891
FgpMgeyOYnkkWkF,0.036854908
XRhDRVTWoBoCfDn,0.86817104
niFjdPeSYaWDWlC,0.011902756
rYOjlmQpXFiavqY,0.07576852
KcTXkTuApiKFRnD,0.077097476
FxlusnXZCmjXOGl,0.058113806
rROtNgDGAtfmEJe,0.9923821
LVHkGMeJItlQpkB,0.41792524
JcxwfIqasOHVpkk,0.1447436
zIEXxGQgYqjVAja,0.4465423
vwarUWkDylPNzGE,0.93135715
HiemOoUycsBGiKz,0.015141489
mxMmWhsqLNajRqA,0.009132824
ZvFbgkPecGrUESu,0.10441864
cBTwHAqCmDBEjWR,0.07003462
xemdEKGEvsTFfRo,0.8972342
nRiPJkgCjnAcYAu,0.99302506
bVDyQrCZbRImzDh,0.993316
FUSFotGZipLKCTC,0.43485698
SIPSLQxDYyxFWLS,0.02648362
wPjuxOcbrrXzNDC,0.0405121
yfaoOFuUSnpyFwN,0.10405668
iaQpNTIPUjUwpfL,0.0069105173
boZHLMmoEKQelIs,0.9690214
tFIVANDAMSbTjCw,0.16576819
doPEGaIhDisEJDF,0.8105579
jMXyRtVQGfFpaGs,0.02169536
hgxGSRxfUuNWcfx,0.13297887
EfTApaCLTQjoNMw,0.37157935
wucMZtgXobbspON,0.13133231
dearaJIPXPaWWui,0.028261816
ykKylyqDXPmWIBm,0.12996022
zVmoZQHKHSzgbOj,0.38763002
uAcdocigYyFTkcC,0.056514345
IftvJaZKyKyKqzj,0.043959323
zHOGrOqjxTNmlzb,0.9825168
afBAJmgHvCRPmvt,0.78266793
zKghykYPdoExzWf,0.06298738
AqomlrcksUFlpQV,0.0406033
ZGXoLWMcSkgIbyC,0.31036347
cjmhGmCZlynaVyh,0.0062916605
IktSTdfAXGkxyBq,0.020211369
WhUjBWNRaDbXgsK,0.9628179
GZyXxODPsZhLvzk,0.24572675
loEHtEumEjFIZZd,0.7406087
yUIZOclAbMzIiPf,0.8198468
DLhXXOTGtnrIXFt,0.9901546
ATBQkgEcTkRyzFZ,0.9787996
wwesaypNqrODdPg,0.032695387
ohzvdpKNYLhREMp,0.98793113
HlyCYBYPBmMukHI,0.0203079
nMhOZlqJmeBcmRB,0.007748802
kdOwMMmExNopSQk,0.010526965
ShfAvgzGfXHlDkQ,0.9786523
xDnIUCEPAeojtXK,0.15883249
aaDNqCBveuwaZzV,0.20031053
beZakjXBiLUdGOb,0.98315316
rvGSvVDQbSuaVfa,0.18902504
chjGITeRwAdbiAP,0.03158848
weyvLYFvXOBjFoa,0.054283354
xvGDbPLGgasChnz,0.3263995
vmEdmJUCIZzXpIA,0.020317717
SxfTwYjxjKTHjNe,0.015500052
KaMLoNdCpURgezr,0.043726627
FDIKyJeuyzpLmne,0.05228994
SVeWIrlsFffQgRg,0.9666431
nAyfyGbZTBVoCKv,0.78730804
YrcNulOOGWsOThQ,0.2935625
dfuZGDTIWVYlhlN,0.049587753
bfOCIjXMXPRqSoL,0.7929355
YKpuJgoRlyzZSFz,0.11543503
yAkETNABrBUUxKv,0.080896
QHyrxPLNBboEDDI,0.018141832
lNtILXuNppZunsg,0.93797135
syfePxwAQRviBQW,0.8831327
dpBPhTIedZOaeZM,0.052420773
etREDepImNEDRQi,0.0066939574
zyCsvmZjNqySTLB,0.058394063
WwZFNLzeLHSIQdX,0.040614214
ZHmtUqxoVGWFJxo,0.03684538
uRfLhNQTMRXwVlR,0.85519016
VPvktanFjvytERv,0.102791056
nZudufxSXWeAbtr,0.007306042
toNegiIuIVsMFvE,0.08192689
GlePeSTxoGYdQdj,0.042400837
EaicCgJDNhMSmUx,0.013737635
NsXlTgJYHXLeSkQ,0.23323894
ZoyrJdJLeAnfMbK,0.056780644
sCtveWFQgenRXdd,0.08649733
diaMLdqFJTIAeTF,0.99671435
eFMYzmtVzhCBMIH,0.026410501
OqwLeGaFhJKFcHb,0.018687222
mmqRzshOgixVmPM,0.036029506
CXqjeZtNfFWKngU,0.090292685
ONuIUuImEJlohHP,0.52516645
eEaLwkbqHEZrPcT,0.07870506
GHMbHFBFNMNOGgn,0.031609695
UiUSqJglYHfGhEM,0.10619271
letOGtKpvJvVRxz,0.034561068
dQNizcOpgtMFHXp,0.99885035
YRCmOBxYVqqOeOz,0.06289483
UDkmRkTdpDWZDWT,0.9880695
IAvcoHjThaPWDVi,0.08383278
TieToDUZvscKAXp,0.14038903
ELAHTrEDqgsYSrK,0.025737742
eXpOHDFfrMsrOBS,0.8430253
JWVQUkwWMXGTvse,0.0037386457
pmdMsqomfZltgdC,0.05980184
sVmkvqbdugDAsLz,0.11171429
wdXjuZforVcIkDr,0.37895873
jlnjNTnuZewwIIO,0.0051876404
FULBpJNeKcaSKMd,0.9881108
dFPmxSyxsuVQvqd,0.9994179
kCfLswQztenQiZN,0.032095492
iSwDqQUExKTyFUY,0.18004678
mFQHasDGEXwANhP,0.120875366
npvIjTvuKCiKqBW,0.024923682
FmLdCuuOiKMQzUW,0.22490212
EDuQuNhrktlcvwO,0.031112323
BjJuxBmfSeJGEda,0.2175309
cbqVxLpsZecLmRc,0.092334546
kCghWaIpwtHZirW,0.038947534
UtrjxFpLfbbbyoR,0.22087955
bjIKbGkvXxzMLPK,0.055346664
LkkesZAIsdBLzBs,0.029547825
ciZrDQgnLLjvHtb,0.035859514
sSJeMTxtxmUhLEw,0.027113035
fzmsfWRlwgCtxwY,0.031272393
zmUqNNCgTalmPOI,0.07125328
MTQDHsNyCLRkSbD,0.092268996
oSnSIqUTKUnKhke,0.050066747
yiCoDNhojMLYmiP,0.9393351
nyYnbSKGzKBvesh,0.15630119
IdwEeIWkIXAJwBB,0.026325176
nzkXYainBLWgiSF,0.040912263
DTerGehCkDQRpRt,0.046486028
fZghQelzCBASgWe,0.019183822
VrAwuXURSMwCBXw,0.39901647
hRMqpyENjJpaWDQ,0.9154826
HWzrrysrqcUxUNh,0.055172767
lqhfZbqOvxwwPeH,0.92072755
CtnNTOdqELrKObA,0.26177117
AHLmTTvBmLXJHes,0.061313193
NSGXgaDVCOXfbOo,0.9791151
McRvorFQgjXqpdt,0.55771637
exWMsmgxgNNUGFA,0.03692991
oioJOZDQcsmOITZ,0.18988739
gXynXldAIatUjaM,0.030996658
FhpDrZNnXiLXhzE,0.046132244
xfagUlNJdkoOwFI,0.30841547
fCDCaikdZqYojbn,0.4654463
rKPubIVDIEtICMs,0.40278715
fszxqhesRDQUqdf,0.9922603
ycjXgbuIzaQzdjx,0.4647525
NmZuvmRNKERaOTv,0.5212643
nWlmZWsbTWRdMTh,0.037769325
jOdLeCZjYoOoexz,0.020338638
jHiNcFGRUgrdAGz,0.05783817
ESOTbHZrPXNtCaT,0.99287874
wBFOaFCglqVSXJc,0.41395363
xyxDBWaUOUDCjCK,0.9695532
yBoWgLBSbwKKxtI,0.8936678
naVTuEfIdHGkqQP,0.14489572
TNquUIZyMpYSVvb,0.14182773
zcytgwChWMUWveJ,0.021834906
NShzHBNHpiNoNuu,0.51017845
lhuESjXTGFMqQNi,0.07274462
pJUtTyWhleiciZv,0.0763194
NmSjftUinUgEmkv,0.30072954
KfqewWgXnxxSdSG,0.011994878
qkTottQQYaupWtK,0.048021793
LWWhdjVlZMzpuJM,0.082211085
NCwhTMswZyiYQfM,0.98848826
zdjUipEdYnuKPWN,0.009524006
mNlEAtdIZYYeTKR,0.008309034
JiREOJiTwthLxWl,0.76525044
cKwhJnFsOHmPfWA,0.1086655
vBAMswDxchXojyq,0.07163426
yapsgRVtqJSkUCK,0.09491123
ZSfYariSTXbytrP,0.106067955
whBqLEENXiptwta,0.9368413
knCtUrbEFRadBXt,0.2624134
zpMkXaPrgQmWpCV,0.026281262
waUVbhjcTaIqoKO,0.99849105
DPCMuHuTowpiyfu,0.16130851
ncLggxbqcpOsEmF,0.04317168
YhpKkFQCOeGDAhY,0.059491284
ZYcSiMYsluMVbeP,0.018180098
mgEulssCpFtUFmu,0.4381772
pYlEAaPETYkYqON,0.3445304
TcddaANleUzlOzE,0.18723172
twiiylKLBvrCnig,0.5913716
ImmpSMMtAdTNbsN,0.031067966
iABWSzOkCzqarOz,0.78811413
IjJWQYwcJWrVXEX,0.08825124
YuFKnMBfAxkEMlw,0.007118199
fWMfxvaxBAliFSY,0.9668937
mPEOppRyFnbusTI,0.016500968
wkZopvfFVxWWcXt,0.054231677
aOVDTakGOdWeQHh,0.7177728
JOmRkTYySbrSeOw,0.38213962
DdEcAzYqyEseTgF,0.067471616
kXKpgGgEdKWyjuK,0.16930343
TDjivlyjDmVUgBz,0.04022473
wUECwCYMykFbExo,0.07002441
yVMiUSNelJgewCc,0.030241013
WqXVJOWwuIkKzqN,0.01152413
sXivMqusfFvHwno,0.5822494
HUtGjexcABGOdny,0.9983096
tIvroMGpBFwxWGH,0.1896096
zSpfXyzIShCFOih,0.34502926
ELtaFNOcpPJxlqA,0.1599911
koCVwHXbwjnkLom,0.5059854
NlVtdJqGyuEltEm,0.8252581
axyfvFJXoSjzMQR,0.045037303
FRzZfezbDMvrnZC,0.954248
QoiRkkZnzAljuxp,0.03834573
QUqDCyNrIbWagBq,0.9954425
KrHVrGENBvZmmQr,0.20313638
xbANRxgwIcqkOwa,0.13309184
YwwqqYXvDfKTwnT,0.54336005
YYpxWMFYGVRlcVU,0.8550984
vKxNSqdjDqDEddM,0.028779142
fMKniEKyHQiAvPF,0.8705122
xjiJGnZCjCLdyrz,0.006172314
rCZGFTmFGqvjSHf,0.1435523
cCHxEkNmHBSmmcd,0.0016104969
HjZITDHXsmuolLp,0.004860456
LnLSoIXeDklpDtW,0.9893237
ubveYcvYHtivibj,0.064758964
uIyadTDqxpQKVap,0.90498465
UAOixTLGgZPvGRU,0.8905789
AtbhrYzSwSsgrAL,0.0031953235
IPmemyVgKhjuGID,0.20638743
uCMwXFkLpXwaeJa,0.9688343
xjZmrYyFaGyPlHw,0.032929134
mSPIMLRXqIyfGZk,0.021738982
GkxoQgOocDTZika,0.4587374
WtIjaRtVxEWWfKD,0.10695228
ieWjyhSMsywikHe,0.21746069
LBUdxqBKVhSDFLF,0.023521163
umSzlwKneojTOra,0.007220622
mOXKMqMqLNemQDH,0.0030748174
CmXBzKrsTsOzGCc,0.7184845
