Image_ID,Label
beEztzrByabrcHP,0.98415023
UDNtJpAHrVbImZN,0.0026098248
MuCWFwiyleFamej,0.8111464
PpjNUqQmXbJXeZn,0.99978477
gqipKOPhkKxPgXA,0.08519596
iOPsTjkwXHGqMIG,0.9852432
nOvXqhAlMQPCaYM,0.0003213143
FlwSRiXGcKMpjsp,0.61937445
BeAVnZczJKnLHkp,0.37546372
rKWiEbiamZUIMFX,0.007143885
fwhETKOArupQijQ,0.571844
tufxAMWbhcyoabs,0.9871022
aljEXHqGarOTjtT,0.93262994
RmDHwLtXbDUTqBP,0.031515576
uUWPlqKVkFUXjwR,0.0017732101
utfRbnfKwLvPajl,0.0021987036
aYUNBkPUOeVojJr,0.021357017
uYefLcooIuBNXkT,0.0076380013
ADTbLwWfdRwReul,0.0112868715
vrKVYZBacGhnoBl,0.0031738474
bbsKBYZEmVAgjsq,0.04602492
scPtfWLPIvTuzyc,0.11563866
EMgYfHWScUoxKPz,0.9994642
yzHXAwOUNQbdvdA,0.9898553
iugMYhGLSrZPisK,0.004631327
bpKOXzguXWZGKns,0.0292846
YwsctieTDJSewUc,0.9998872
gnlrOlFiPjuQcIB,0.9956
EgogsvxrMBSaqcl,0.25285515
YNSoezaCiKacRUZ,0.33194625
hsRdEbTCndPeVtV,0.0014112022
ujIopmCTHooHzGQ,0.022460334
tpPtjwlcaRExHZa,0.08392097
YuXHYzHerdifpDF,0.9995153
SqXgINaVAtUxCav,0.32605138
UQhapaFQrodlyIJ,0.6127239
wQRkGSYkJGQrspl,0.12432677
oKccAERsKEbLsEe,0.9999691
CfgpcmhjifXxJps,0.5641308
wPNoRvGfFtVhKis,0.980907
rqVFzruWRDTmQRU,0.9921268
HqbWLVaZjRQTNKG,0.19075575
ZEhJSAOKxpxWkiz,0.11215446
DYAgvMmyaJGRjuX,0.020305213
ujaqnROylyQTXZt,0.07807664
WLvZfUoGqfDQiQX,0.99825245
qQqMlAujzgUqyZz,0.7161513
GYyqQtfcMxUbADi,0.007884947
BclHkIsxzLxKblb,0.57424873
YjpwkpmcysgvgNq,0.008344321
dhTtKYfPjaljBSN,0.9998306
oOZkCHeYvXJKXtG,0.99015397
DIlxxqSnVrivKlJ,0.018826418
cuNDKuTFtPrnThZ,0.005555947
vyDAqQrfMivZXKr,0.82973313
fEVgGAsTvVZCQue,0.32844636
yTMTpOTYUIDnhil,0.9974855
cmlqluykjXAMJAp,0.096748814
GkBygYyVYFQIdWt,0.11153448
feaDRAhtqQGEPgT,0.9408108
pjvovmocmrdFNvU,0.5028171
WoDSAVIKygzUDqR,0.99841976
WZMhnlbnmrZwRFd,0.4882106
cHPakBvGLbNbRiY,0.7159121
YugfWICQvLtpWgh,0.95724106
TiIDbcaJeBAqyGs,0.0013420281
LabqSvlRqAlogeI,0.8669779
owgPcGwZuTyxFxt,0.99324775
aTfSOcEzjIdGrYk,0.19338377
eQldpcrmFBJPOZE,0.009890113
fxCTrUcciCiUYVH,0.99496776
oCyUlEaOTufuQLz,0.12010946
dVMDasIqzWLKWBN,0.036777683
BarINKbSAYIvfxl,0.0037962117
gvEZnTMIqSjBOmu,0.0063472954
IuseYbfpCMApjma,0.37766662
gfjwBmDvqDfftDQ,0.0003781751
AFDbfuMGEQCzsYb,0.9990945
kyCshCvxzRngSPg,0.15792672
OBGejzdNgFudtDi,0.97653747
XuUHBBBFufLjYhf,0.06955336
SpXcKYaFPbsCNZC,0.16051571
RmAVNvKBnjvUEGs,0.19163902
YuJUhIdmxFaNKsh,0.99451435
TBXVnoXuFiMIRsA,0.90107054
UXDhLMNUfhNcPHw,0.22093098
KYLhPSImvpOERwt,0.0013290896
clavnlMOlmppeHN,0.9996815
NmMhyznAwuJKUyA,0.0017548985
kCMVRuroKZTxZJU,0.13879466
LcyDGaJpJYOlXyo,0.00013956951
uuvDipOuFRTIVWE,0.7867589
vjnbqBqQFwZjCVb,0.08569249
bEPhrADQOTUHrDf,0.046263605
nefNWdwvQHxYrGV,0.5799908
HSfLRQQtSmKCMLD,0.2964396
slYrjWaqjnIoMOl,0.97488517
VZlJgrKsOZUmJZz,0.098345235
ccmQprFjlcLTJKE,0.8747217
VKlPlCeXFWFZtMH,0.9992041
chrcXxwrTFZhNsh,0.98122483
SLmyljqNmQYyxNZ,0.9723479
iPpzzVEMtpHceRV,0.0005791007
WmiAjwRGpMaKaEo,0.9144155
aBlHFmxdJwJnAra,0.22327122
LXFofMxsIBEwChC,0.91772467
NCAuIGsyKIIOAOE,0.86034465
dzjTnvxIlykbOBJ,0.0037448069
VkAWJYhPMtkQxwc,0.04541836
eecEpSEWbGbpJQe,0.7909394
QGpkMgiSTfqtakb,0.0033175743
BUaJrIQKEmYDPrE,0.99995434
TbtZagzkGXxDtTe,0.6288083
GDdVEUWvXuJJeLg,0.002314732
YizDlhkOysWMGeq,0.75501275
QjKmCxDeRwxRSbJ,0.060520932
botkuuxicylplCC,0.40925774
lWwzlHtsrxVpHfs,0.39245334
WAQGQQBpEmqTbeE,0.013271677
VqvLjYUrCcWJNZm,0.036319003
RkIEgtUggfusSBy,0.025422465
PCqDrGZQITMGABX,0.45625243
KBZyFtuFoKsCYeg,0.21433535
kTGWMOvJocStNVd,0.013279934
ajDqDSAnXaPDSkQ,0.040751282
ETUVeihsSWHCmOh,0.034184262
oWTozxNLfKbZVjb,0.035674244
FspPsAmnCuwMBfi,0.91233456
UZOAAQxfQtGjJHr,0.12392794
XsddZMXSGWqLDJa,0.002282143
pKoyKvtRjEPhwYa,0.008157035
CaAhvyLrYiYSXKQ,0.21687606
IgEeVswuGwOQaBY,0.051757667
yvRLbLVgBUSRCMI,0.96956897
wcBqLiLUlyElrTq,0.9999747
OrKxtjEstiDAeEF,0.99708074
IkKdOtaFnfUVfSv,0.8604954
OtQODlLxgyCzVYA,0.3674387
lUFuNYujpISlNWZ,0.00057496916
PKDWoytVkvVlUZf,0.0013937033
ZfBZKrTIdoJKGDD,0.99960953
BvnjPtKMSOvJYTU,0.43805322
QfLhhGbitKgRtzU,0.4878871
QsmqKyHPRjagqiM,0.99974483
htliMIEIBuMVsCF,0.63525903
osUYOlMbpqYONGu,0.113382734
PhbabQvCotctCAM,0.48315609
lCGrudrglRKybsI,0.99948573
RrwvBJnFMYSlbsS,0.22790284
ftsgxzHIetiLJZD,0.16089916
aVZmLCzThAkXkMe,0.0677752
tHdnCTsRnWhsbtg,0.99996674
rwrRraMTghreATk,0.079738416
laTbiNvhAkAaNpN,0.64447
hMoUbKENhVRnTBp,0.567771
MuCxIrWBpOYhOfx,0.30891174
MVEyNxsSsisilqR,0.9267321
otLnyZCzjqjpQlb,0.9998361
XGSlKIVZeeYlVVv,0.017105484
gCouCeIEreeBKtk,0.007955256
eCkfAawToRoQNRD,0.98624355
cuESPSUwcKSIUlN,0.47555283
JycMELyiffDQsdE,0.010163871
yYXXUUVdtLHsUWN,0.3532303
eBajgJyNiyaGcHc,0.47093612
kIWEQhqNIVRjemx,0.48466247
skivkBvDaWPvqbE,0.5093354
ZvcVmYhDtJMbCxj,0.9886309
xTMeyTUKfdtGyfg,0.03733442
OPxgaqJFvwEBGCR,0.0032601322
FDXsQKlnFvsMvfe,0.41097435
ifllcrVmkUGOAnk,0.7383751
ohpMHMWArQGIOPb,0.2296303
iACBlsiteiltEuM,0.9212257
WtezsGvwEyyRFBA,0.9994985
ayRQnNxspjVfVIs,0.38896307
HUwZrfAjkuOIZaL,0.038002986
FQVQlIkccGzzTVW,0.13707297
txAmxVBlkoXVyqE,0.22353818
nAJZkrKQLooJXHA,0.03626855
qbTVKDrTLWofFcd,0.28773397
qejeXvjoIfCkDag,0.98479533
KiLbjAfYuoqviDy,0.029796567
KYsFZCbtGMqlcez,0.07241901
VjCXhMrhSpeHNWo,0.9989268
IGrcovwjvFWDyvx,0.5693422
maVIYmDMjoMKjhE,0.062449183
zWPAUJbuRHhMSQu,0.046955355
OmVmwvYtSkBWFxz,0.0016431614
EDEmUEtmZvKeOCc,0.030337995
WnNDFcGQeWqtNPZ,0.44714436
MXiFiiGSGgRUvVd,0.7154296
JFLveKbkfBJIRer,0.99750274
YoCQmSusMrOjvnn,0.008041296
tQzolFeKtVifqJE,0.9923023
lAZpZrHPkEoWYpx,0.050147012
ZlBzSvmJWbwxPSy,0.8933962
yAWcRTbERJBGQJH,0.99595743
FMgbbmkRhyHAoim,0.14507845
HcEWmJVirkNGHAa,0.07431625
UfVpFTZALimtKeI,0.09467601
geyPYOJanTuByIU,0.9993812
PezYmpwHbdgxINh,0.9858182
sNAiEJYXWdoDood,0.17812805
SBDGThlvTgythko,0.9996573
SXnlyTPMfKWxNEm,0.00282935
eAfRSrDwkluPQhE,0.5071028
iPaMHUBKoaFaHmr,0.9009576
fubVriniTsMPHJZ,0.99553704
BCfucDZzxUlygkx,0.9967722
ioQaxSlotTsLiHw,0.8951074
piCuRaelzWNpbkb,0.9831503
NWPTBSXrfsRKcFn,0.0037918934
TuMlIAQdnyWUtVk,0.039917883
qrmpxJLtsjULqAB,0.61202836
POzhoYCHjMiQnHk,0.2883662
fmVrHyWMPLaBqoc,0.06342975
TOsLElljZuWHrgy,0.98422986
pTAdnVmEjCDSBgP,0.012154966
jwtWPoUkTuQHXtF,0.012645972
OowPJNoDDKVNeAx,0.0027349982
tPADLXKAVAIkVeH,0.012776966
zPjnsmjNiTRSUSP,0.70779663
AkBFKDMIjWxWaQd,0.75891566
bBwBOSVLDdOOwee,0.0627774
VryDDrGwgJjjGmI,0.98495656
UrafZPkWGpEUAyz,0.8537184
jloQKVxEMUFTdSu,0.0021611822
itlWwOmzviSSPjn,0.001554732
WUjpOyCRTWGsdyj,0.010846152
YosKDqoYNDiPMOI,0.97123766
JKyFKEzIbKbakfI,0.1986982
VLUeCPRfiKMSiio,0.025956713
UBjUEMbozXXvoGw,0.18401106
VuHExtflfEgrLSI,0.8268476
uFaCOcSmCQkQMyD,0.32751036
diPmZGBWONZLxSV,0.0021276057
UAnSxEwYPJhqGZh,0.9941987
FltSVIxFHVIvZXB,0.99941266
ZzfPsCiKVhwMTOm,0.7915988
hNqrzlNrzReJyfB,0.0035467884
SehUjbSkEEcNpmV,0.087694965
CLDVSHfzrsMFqwP,0.28026155
PgPvxqXRqTdYQaO,0.071914434
hpFlBoVPwUksSCh,0.0030902706
fzHqygQGYHxglSA,0.0016663729
JjzhMDEvAcyfKlq,0.114492536
hiwMJLpKRcnHuZV,0.9997379
rvdYgDcKokpMcCj,0.6307193
NCPQIJQqUyeEHsp,0.582727
gbJoADBqvphQLYR,0.00051942316
KliNzrsSBnukLeh,0.005681574
DIcIcxoBJqkOvxY,0.0053699063
AifvwJodlxylcAL,0.4663337
whdraHvraVQzqSb,0.0031336574
EJPRuomvLdfbYEo,0.3118516
aRcIVFYMTWPVkEY,0.6750604
hdPlDlprjeXVbYO,0.91606355
gXZvkuwYPXsbImv,0.001388358
yXXwrmtCeiEMVpm,0.15493686
xZQCnyCCTDQUHif,0.99976677
QGevqQhjmDszYzV,0.6932381
VkovgfCJBEWnXPE,0.0043641077
MdMFMLFGEmtOgkd,0.99846905
BIislYegotEVsWE,0.04442515
cxNjNEobxfWYcuX,0.072356954
bbVsjmwkTePQfcy,0.13198133
QarMtIWtjGgsZgp,0.047045488
znunOqVvdejHzUq,0.5579307
uKXAjNiBwnYPPNs,0.2910285
IpnREEtIuQOTaMj,0.9995907
KEfSFHDxYkayOLl,0.034789536
XXUDJXxmcUxmZGr,0.0006595785
yjipsIzDuZiitex,0.622742
PvHLBMJJsmfeeqA,0.9902322
LWGMstiXDxZkrOw,0.9900087
JMJXGeEOiZyHoHd,0.91435754
CWcCPuRIelvjbUh,0.6683895
IswoYrorOdRnCBs,0.9615338
wDTGDhWsmdajyPs,0.9089274
cUZAGryoCYhhsml,0.010594174
hhmBztjQnvvzayt,0.9991672
zEGexHQEEjmMkMJ,0.0090866815
AhIrhloIwylmlUj,0.0662827
BzauGCZXffTpRnv,0.9889737
lgkUZaBzDgXiDLG,0.0006644087
OnighztFWZJTJdU,0.21404439
ByhCkBQJmHYQzYo,0.021635117
jjiIVYhsWwKvhOh,0.9910999
QaumosOonGvvlJa,0.8063609
mkfezRnEeMSjnAT,0.99329823
VtRyjIDMnubTUGw,0.03392859
deVWbumZuYpYBGn,0.7454248
BdndVBWgOGljbEP,0.795754
ZJmBtEtpsPeJWvM,0.4680052
fOVWxgSIBprsCzr,0.010359344
tJOXmQSFcXmKboc,0.8232433
benPhdOCOVLVxFf,0.010490359
IYFrheAGRobafcj,0.14503305
QDYyyoWtXfoHVCl,0.067103475
ocISqzamxWUYzKW,0.05211283
ZTRdGWhAHnINnjV,0.0017683011
aLlTBPwSrpSeYnY,0.0009669639
bFCukuIIlseAYhU,0.33634385
iWUgZAZamqlrEoO,0.9965096
bUMmlyhYeAeKdyV,0.524528
zyNiEIlaSlLgFOi,0.998949
tMSlUkpBTnMlSol,0.00239555
NQHBmWhapTOJTuc,0.9995602
oOfwfRgfhprvrXy,0.13427904
gfZeuHhLJNEYaHN,0.99704236
yMCDkqlFKWJrgtD,0.024968697
OCiWwERzUnYcGWq,0.99563617
TBUoLCcvOOSOVOn,0.9999615
UuTSzYEGxdDYLgf,0.032089602
ELgchZdcNtijfEt,0.9856448
XXKrxHZMjouPsKN,0.99992967
eiPlesGWRnZilkr,0.15465733
YSCRTssLiACApdd,0.7004387
THMFIlIEMLMagMD,0.21930148
QTyrldewCawrEEQ,0.9945352
UJDBogtzgdLcHsY,0.23296352
uUtDdvjZgECjmdF,0.13704719
xcOmenyryNwlgja,0.13187687
ZotuheUuworsqjF,0.002408457
GKjsJvfEotagGke,0.23291187
MixgOKnoceZerNs,0.02104734
MZxZWJoPDyScXUP,0.52094793
vCzWBLkwwnqfApY,0.9974267
GgCeVMHrQTFtQLu,0.8590885
zciBYLyxzJhzWXl,0.28568003
NTjioTenkWqebMr,0.0012551503
wEhxniWTQajFBwh,0.014879403
GeynWobLOcjmCNU,0.30383062
FgpMgeyOYnkkWkF,0.048190776
XRhDRVTWoBoCfDn,0.9995751
niFjdPeSYaWDWlC,0.0029026954
rYOjlmQpXFiavqY,0.25646552
KcTXkTuApiKFRnD,0.46189806
FxlusnXZCmjXOGl,0.17477684
rROtNgDGAtfmEJe,0.99969375
LVHkGMeJItlQpkB,0.12765062
JcxwfIqasOHVpkk,0.4838672
zIEXxGQgYqjVAja,0.9915025
vwarUWkDylPNzGE,0.9906481
HiemOoUycsBGiKz,0.002021702
mxMmWhsqLNajRqA,0.01742156
ZvFbgkPecGrUESu,0.4613578
cBTwHAqCmDBEjWR,0.25879192
xemdEKGEvsTFfRo,0.93541574
nRiPJkgCjnAcYAu,0.99709105
bVDyQrCZbRImzDh,0.99771106
FUSFotGZipLKCTC,0.65224075
SIPSLQxDYyxFWLS,0.011934068
wPjuxOcbrrXzNDC,0.05582494
yfaoOFuUSnpyFwN,0.07696187
iaQpNTIPUjUwpfL,0.0027911735
boZHLMmoEKQelIs,0.97299665
tFIVANDAMSbTjCw,0.24283278
doPEGaIhDisEJDF,0.9891298
jMXyRtVQGfFpaGs,0.006832188
hgxGSRxfUuNWcfx,0.05357502
EfTApaCLTQjoNMw,0.1098011
wucMZtgXobbspON,0.08307798
dearaJIPXPaWWui,0.17174764
ykKylyqDXPmWIBm,0.015469297
zVmoZQHKHSzgbOj,0.5005743
uAcdocigYyFTkcC,0.16511022
IftvJaZKyKyKqzj,0.124395154
zHOGrOqjxTNmlzb,0.99268943
afBAJmgHvCRPmvt,0.84696394
zKghykYPdoExzWf,0.6779942
AqomlrcksUFlpQV,0.0501248
ZGXoLWMcSkgIbyC,0.71062654
cjmhGmCZlynaVyh,0.07913977
IktSTdfAXGkxyBq,0.006402987
WhUjBWNRaDbXgsK,0.9877786
GZyXxODPsZhLvzk,0.5862414
loEHtEumEjFIZZd,0.8543727
yUIZOclAbMzIiPf,0.66755706
DLhXXOTGtnrIXFt,0.9948078
ATBQkgEcTkRyzFZ,0.9984108
wwesaypNqrODdPg,0.007060816
ohzvdpKNYLhREMp,0.99954563
HlyCYBYPBmMukHI,0.15049456
nMhOZlqJmeBcmRB,0.0012159188
kdOwMMmExNopSQk,0.012581075
ShfAvgzGfXHlDkQ,0.99899894
xDnIUCEPAeojtXK,0.43881038
aaDNqCBveuwaZzV,0.37431112
beZakjXBiLUdGOb,0.9980305
rvGSvVDQbSuaVfa,0.5819406
chjGITeRwAdbiAP,0.3317564
weyvLYFvXOBjFoa,0.55909365
xvGDbPLGgasChnz,0.27655965
vmEdmJUCIZzXpIA,0.12275395
SxfTwYjxjKTHjNe,0.05199671
KaMLoNdCpURgezr,0.3401692
FDIKyJeuyzpLmne,0.032921806
SVeWIrlsFffQgRg,0.97002304
nAyfyGbZTBVoCKv,0.9256524
YrcNulOOGWsOThQ,0.8765791
dfuZGDTIWVYlhlN,0.74088836
bfOCIjXMXPRqSoL,0.8687339
YKpuJgoRlyzZSFz,0.34776023
yAkETNABrBUUxKv,0.0033300535
QHyrxPLNBboEDDI,0.0057003642
lNtILXuNppZunsg,0.8955052
syfePxwAQRviBQW,0.7536654
dpBPhTIedZOaeZM,0.1423774
etREDepImNEDRQi,0.00113222
zyCsvmZjNqySTLB,0.25828066
WwZFNLzeLHSIQdX,0.14559501
ZHmtUqxoVGWFJxo,0.1048146
uRfLhNQTMRXwVlR,0.9867737
VPvktanFjvytERv,0.45867226
nZudufxSXWeAbtr,0.00085938117
toNegiIuIVsMFvE,0.3692626
GlePeSTxoGYdQdj,0.3654992
EaicCgJDNhMSmUx,0.0155165
NsXlTgJYHXLeSkQ,0.7854664
ZoyrJdJLeAnfMbK,0.9391681
sCtveWFQgenRXdd,0.12745647
diaMLdqFJTIAeTF,0.9999578
eFMYzmtVzhCBMIH,0.02141447
OqwLeGaFhJKFcHb,0.015837006
mmqRzshOgixVmPM,0.17173012
CXqjeZtNfFWKngU,0.4345614
ONuIUuImEJlohHP,0.7030565
eEaLwkbqHEZrPcT,0.0048755957
GHMbHFBFNMNOGgn,0.084125146
UiUSqJglYHfGhEM,0.32013652
letOGtKpvJvVRxz,0.13426809
dQNizcOpgtMFHXp,0.99997926
YRCmOBxYVqqOeOz,0.25689977
UDkmRkTdpDWZDWT,0.9966974
IAvcoHjThaPWDVi,0.027774723
TieToDUZvscKAXp,0.81683165
ELAHTrEDqgsYSrK,0.004383452
eXpOHDFfrMsrOBS,0.88304806
JWVQUkwWMXGTvse,0.0034949041
pmdMsqomfZltgdC,0.011825434
sVmkvqbdugDAsLz,0.11194134
wdXjuZforVcIkDr,0.29979527
jlnjNTnuZewwIIO,0.0014717957
FULBpJNeKcaSKMd,0.99575764
dFPmxSyxsuVQvqd,0.9996
kCfLswQztenQiZN,0.70915365
iSwDqQUExKTyFUY,0.91903716
mFQHasDGEXwANhP,0.029549317
npvIjTvuKCiKqBW,0.13330658
FmLdCuuOiKMQzUW,0.26023316
EDuQuNhrktlcvwO,0.8145219
BjJuxBmfSeJGEda,0.15144823
cbqVxLpsZecLmRc,0.41413775
kCghWaIpwtHZirW,0.0019214236
UtrjxFpLfbbbyoR,0.15159161
bjIKbGkvXxzMLPK,0.003890559
LkkesZAIsdBLzBs,0.567961
ciZrDQgnLLjvHtb,0.06512967
sSJeMTxtxmUhLEw,0.15151978
fzmsfWRlwgCtxwY,0.07565941
zmUqNNCgTalmPOI,0.63545614
MTQDHsNyCLRkSbD,0.00813389
oSnSIqUTKUnKhke,0.0033553215
yiCoDNhojMLYmiP,0.9838059
nyYnbSKGzKBvesh,0.07771834
IdwEeIWkIXAJwBB,0.1071435
nzkXYainBLWgiSF,0.054612067
DTerGehCkDQRpRt,0.50422555
fZghQelzCBASgWe,0.030820027
VrAwuXURSMwCBXw,0.5722669
hRMqpyENjJpaWDQ,0.95566505
HWzrrysrqcUxUNh,0.02489315
lqhfZbqOvxwwPeH,0.97295266
CtnNTOdqELrKObA,0.1322528
AHLmTTvBmLXJHes,0.0012244729
NSGXgaDVCOXfbOo,0.99485576
McRvorFQgjXqpdt,0.55833024
exWMsmgxgNNUGFA,0.2185627
oioJOZDQcsmOITZ,0.093590595
gXynXldAIatUjaM,0.06746287
FhpDrZNnXiLXhzE,0.29375762
xfagUlNJdkoOwFI,0.73420554
fCDCaikdZqYojbn,0.6065751
rKPubIVDIEtICMs,0.8838459
fszxqhesRDQUqdf,0.9998148
ycjXgbuIzaQzdjx,0.8196989
NmZuvmRNKERaOTv,0.74914914
nWlmZWsbTWRdMTh,0.0032871172
jOdLeCZjYoOoexz,0.016318407
jHiNcFGRUgrdAGz,0.5690765
ESOTbHZrPXNtCaT,0.99974185
wBFOaFCglqVSXJc,0.88313955
xyxDBWaUOUDCjCK,0.98900324
yBoWgLBSbwKKxtI,0.9749083
naVTuEfIdHGkqQP,0.55895615
TNquUIZyMpYSVvb,0.6132209
zcytgwChWMUWveJ,0.00034818178
NShzHBNHpiNoNuu,0.96047544
lhuESjXTGFMqQNi,0.10007495
pJUtTyWhleiciZv,0.38643882
NmSjftUinUgEmkv,0.347159
KfqewWgXnxxSdSG,0.02567889
qkTottQQYaupWtK,0.6313263
LWWhdjVlZMzpuJM,0.01874066
NCwhTMswZyiYQfM,0.99849164
zdjUipEdYnuKPWN,0.00057560526
mNlEAtdIZYYeTKR,0.037231196
JiREOJiTwthLxWl,0.9727003
cKwhJnFsOHmPfWA,0.25065002
vBAMswDxchXojyq,0.10741786
yapsgRVtqJSkUCK,0.31464204
ZSfYariSTXbytrP,0.13394117
whBqLEENXiptwta,0.98803085
knCtUrbEFRadBXt,0.95707005
zpMkXaPrgQmWpCV,0.0075647654
waUVbhjcTaIqoKO,0.99988985
DPCMuHuTowpiyfu,0.05186213
ncLggxbqcpOsEmF,0.011583869
YhpKkFQCOeGDAhY,0.07839127
ZYcSiMYsluMVbeP,0.18559742
mgEulssCpFtUFmu,0.6605477
pYlEAaPETYkYqON,0.47336835
TcddaANleUzlOzE,0.36704886
twiiylKLBvrCnig,0.8874594
ImmpSMMtAdTNbsN,0.109287135
iABWSzOkCzqarOz,0.97510105
IjJWQYwcJWrVXEX,0.39870447
YuFKnMBfAxkEMlw,0.00024848347
fWMfxvaxBAliFSY,0.9998621
mPEOppRyFnbusTI,0.011473841
wkZopvfFVxWWcXt,0.028902493
aOVDTakGOdWeQHh,0.942255
JOmRkTYySbrSeOw,0.44305012
DdEcAzYqyEseTgF,0.0031613084
kXKpgGgEdKWyjuK,0.3126361
TDjivlyjDmVUgBz,0.12180585
wUECwCYMykFbExo,0.005525202
yVMiUSNelJgewCc,0.106482305
WqXVJOWwuIkKzqN,0.0009003832
sXivMqusfFvHwno,0.89401835
HUtGjexcABGOdny,0.999845
tIvroMGpBFwxWGH,0.57681847
zSpfXyzIShCFOih,0.28625593
ELtaFNOcpPJxlqA,0.05686012
koCVwHXbwjnkLom,0.4571485
NlVtdJqGyuEltEm,0.67827564
axyfvFJXoSjzMQR,0.0037395414
FRzZfezbDMvrnZC,0.9890647
QoiRkkZnzAljuxp,0.082699135
QUqDCyNrIbWagBq,0.9722249
KrHVrGENBvZmmQr,0.26163357
xbANRxgwIcqkOwa,0.04866146
YwwqqYXvDfKTwnT,0.771
YYpxWMFYGVRlcVU,0.9917943
vKxNSqdjDqDEddM,0.14032325
fMKniEKyHQiAvPF,0.88872117
xjiJGnZCjCLdyrz,0.0013871869
rCZGFTmFGqvjSHf,0.11111695
cCHxEkNmHBSmmcd,0.004900497
HjZITDHXsmuolLp,0.012343377
LnLSoIXeDklpDtW,0.9979274
ubveYcvYHtivibj,0.0031048714
uIyadTDqxpQKVap,0.99879164
UAOixTLGgZPvGRU,0.92560077
AtbhrYzSwSsgrAL,0.015369699
IPmemyVgKhjuGID,0.13721724
uCMwXFkLpXwaeJa,0.99748
xjZmrYyFaGyPlHw,0.13344912
mSPIMLRXqIyfGZk,0.014315861
GkxoQgOocDTZika,0.94332373
WtIjaRtVxEWWfKD,0.62820476
ieWjyhSMsywikHe,0.8059528
LBUdxqBKVhSDFLF,0.0019199573
umSzlwKneojTOra,0.010996761
